name,brand,model,memory,memory_interface,length,interface,chipset,base_clock,clock_speed,frame_sync,price,used
POWERCOLOR AX5750-1GBD5-NS3DH,NekidCow,AX5750-1GBD5,1 GB,GDDR5,178 mm,PCIe x16,Radeon HD 5750,700 MHz,1150 MHz,,N/A,0
POWERCOLOR AX5750-1GBD5-LH -,NekidCow,POWERCOLOR AX5750-1GBD5-LH,1 GB,GDDR5,178 mm,PCIe x16,Radeon HD 5750,700 MHz,1150 MHz,None,N/A,0
PowerColor ATI Radeon HD5450 1 GB DDR3 VGA/DVI/HDMI PCI-Express Video Card 1 GBK3-SH,PowerColor,AX5450 1GBK3-SH,1 GB,DDR3,,PCIe x16,Radeon HD 5450,650 MHz,1100 MHz,None,$99.99,0
NekidCow POWERCOLOR AX5770-1GBD5-DHC1 -,NekidCow,AX5770-1GBD5-DHC1,1 GB,GDDR5,182 mm,PCIe x16,Radeon HD 5770,850 MHz,1100 MHz,None,N/A,0
HIS ATI Radeon HD5450 Silence 1 GB DDR3 VGA/ DVI/ DisplayPort Low Profile PCI-Express Video Card,HIS,HD5450,1 GB,DDR3,304.8 mm,PCIe x1,Radeon HD 5450,650 MHz,1000 MHz,None,$99.99,1
PowerColor ATI Radeon HD5450 512 MB DDR3 VGA/DVI/HDMI PCI-Express Video Card,PowerColor,ATI Radeon HD5450,0.5 GB,DDR3,N/A,PCIe x16,Radeon HD 5450,650 MHz,1000 MHz,None,$64.95,0
"VisionTek Radeon 5450 2GB DDR3 (DVI-I, HDMI, VGA) Graphics Card",VisionTek,Radeon 5450,2 GB,DDR3,N/A,PCIe x16,Radeon HD 5450,650 MHz,1000 MHz,None,$64.99,0
"Diamond Multimedia AMD Radeon HD 5450 PCI Express GDDR3 1GB (DVI, HDMI, VGA) Low Profile Enhanced Heatsink Video Graphics Card",DiamondMultimedia,5450PE31G,1 GB,DDR3,152 mm,PCIe x16,Radeon HD 5450,650 MHz,1000 MHz,None,$54.99,0
Sapphire Technology Technology Radeon 11276-02-40G Pulse RX Vega 56 8GB HBM2 HDMI/ Triple DP (UEFI) PCI-E Graphics Card,SapphireTechnology,Radeon RX VEGA 56,8 GB,HBM2,282 mm,PCIe x16,Radeon RX VEGA 56,1208 MHz,1512 MHz,FreeSync,N/A,0
"ZOTAC Gaming GeForce RTX 2080 Ti AMP Extreme 11GB GDDR6 352-bit Gaming Graphics Card, IceStorm 2.0, Extreme Overclock, Freeze Fan Stop, Active Fan Control, PowerBoost",ZOTAC,GeForce RTX 2080 Ti AMP Extreme,11 GB,GDDR6,324 mm,PCIe x16,GeForce RTX 2080 Ti,1545 MHz,1815 MHz,G-Sync,N/A,0
"GIGABYTE GeForce GTX 1650 Windforce OC 4G Graphics Card, 2X Windforce Fans, 4GB 128-Bit GDDR5, Gv-N1650WF2OC-4GD Video Card",Gigabyte,GeForce GTX 1650 Windforce OC,4 GB,GDDR5,229 mm,PCIe x16,GeForce GTX 1650 G5,1665 MHz,1785 MHz,G-Sync,$399,0
